Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
1,"jujur sy bru pertma kali mnggunkn apk in, tapi sngt kcewa aplgi saya d luar kota, masa paket 4 hri trhambat d pngiriman d jkt, dn smpai d timur kota tmpt saya pketny tdk ad sama sekali di kantor ekspedisi, dan saya sdh coba hubungi CS halodoc tidak ad respon sama sekali, sangat sayang sekali pdhl tmn' sy yg rekomend apk in utk sy tpi pnglaman prtma yang buruk llo bs d rating minus saya rating minus",jujur sy bru pertma kali mnggunkn apk in tapi sngt kcewa aplgi saya d luar kota masa paket  hri trhambat d pngiriman d jkt dn smpai d timur kota tmpt saya pketny tdk ad sama sekali di kantor ekspedisi dan saya sdh coba hubungi CS halodoc tidak ad respon sama sekali sangat sayang sekali pdhl tmn sy yg rekomend apk in utk sy tpi pnglaman prtma yang buruk llo bs d rating minus saya rating minus,jujur sy bru pertma kali mnggunkn apk in tapi sngt kcewa aplgi saya d luar kota masa paket  hri trhambat d pngiriman d jkt dn smpai d timur kota tmpt saya pketny tdk ad sama sekali di kantor ekspedisi dan saya sdh coba hubungi cs halodoc tidak ad respon sama sekali sangat sayang sekali pdhl tmn sy yg rekomend apk in utk sy tpi pnglaman prtma yang buruk llo bs d rating minus saya rating minus,jujur saya baru pertama kali mnggunkn apk ini tapi sangat kecewa aplgi saya di luar kota masa paket hari trhambat di pngiriman di jakarta dan sampai di timur kota tempat saya pketny tidak ada sama sekali di kantor ekspedisi dan saya sudah coba hubungi cs halodoc tidak ada respon sama sekali sangat sayang sekali padahal teman saya yang rekomend apk ini untuk saya tapi pnglaman prtma yang buruk llo bisa di rating minus saya rating minus,"['jujur', 'saya', 'baru', 'pertama', 'kali', 'mnggunkn', 'apk', 'ini', 'tapi', 'sangat', 'kecewa', 'aplgi', 'saya', 'di', 'luar', 'kota', 'masa', 'paket', 'hari', 'trhambat', 'di', 'pngiriman', 'di', 'jakarta', 'dan', 'sampai', 'di', 'timur', 'kota', 'tempat', 'saya', 'pketny', 'tidak', 'ada', 'sama', 'sekali', 'di', 'kantor', 'ekspedisi', 'dan', 'saya', 'sudah', 'coba', 'hubungi', 'cs', 'halodoc', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'sangat', 'sayang', 'sekali', 'padahal', 'teman', 'saya', 'yang', 'rekomend', 'apk', 'ini', 'untuk', 'saya', 'tapi', 'pnglaman', 'prtma', 'yang', 'buruk', 'llo', 'bisa', 'di', 'rating', 'minus', 'saya', 'rating', 'minus']","['jujur', 'kali', 'mnggunkn', 'apk', 'kecewa', 'aplgi', 'kota', 'paket', 'trhambat', 'pngiriman', 'jakarta', 'timur', 'kota', 'pketny', 'kantor', 'ekspedisi', 'coba', 'hubungi', 'cs', 'halodoc', 'respon', 'sayang', 'teman', 'rekomend', 'apk', 'pnglaman', 'prtma', 'buruk', 'llo', 'rating', 'minus', 'rating', 'minus']",jujur kali mnggunkn apk kecewa aplgi kota paket trhambat pngiriman jakarta timur kota pketny kantor ekspedisi coba hubung cs halodoc respon sayang teman rekomend apk pnglaman prtma buruk llo rating minus rating minus
5,Selalu langana utk berobat,Selalu langana utk berobat,selalu langana utk berobat,selalu langana untuk berobat,"['selalu', 'langana', 'untuk', 'berobat']","['langana', 'berobat']",langana obat
4,"Baru klik pembayaran selesai 61,000 langsung tiba tiba keluar dan sesi selesai, padahal belum Konsul sama sekali. Parah",Baru klik pembayaran selesai  langsung tiba tiba keluar dan sesi selesai padahal belum Konsul sama sekali Parah,baru klik pembayaran selesai  langsung tiba tiba keluar dan sesi selesai padahal belum konsul sama sekali parah,baru klik pembayaran selesai langsung tiba tiba keluar dan sesi selesai padahal belum konsultasi sama sekali parah,"['baru', 'klik', 'pembayaran', 'selesai', 'langsung', 'tiba', 'tiba', 'keluar', 'dan', 'sesi', 'selesai', 'padahal', 'belum', 'konsultasi', 'sama', 'sekali', 'parah']","['klik', 'pembayaran', 'selesai', 'langsung', 'sesi', 'selesai', 'konsultasi', 'parah']",klik bayar selesai langsung sesi selesai konsultasi parah
5,"Aplikasi halodoc angat membantu sekali, apalagi disaat tidak bisa datang ke praktek dokter untuk mencari obat. Semua dokter memberikan pelayanan yg sangat detail untuk setiap keluhan pasien.",Aplikasi halodoc angat membantu sekali apalagi disaat tidak bisa datang ke praktek dokter untuk mencari obat Semua dokter memberikan pelayanan yg sangat detail untuk setiap keluhan pasien,aplikasi halodoc angat membantu sekali apalagi disaat tidak bisa datang ke praktek dokter untuk mencari obat semua dokter memberikan pelayanan yg sangat detail untuk setiap keluhan pasien,aplikasi halodoc angat membantu sekali apalagi disaat tidak bisa datang ke praktek dokter untuk mencari obat semua dokter memberikan pelayanan yang sangat detail untuk setiap keluhan pasien,"['aplikasi', 'halodoc', 'angat', 'membantu', 'sekali', 'apalagi', 'disaat', 'tidak', 'bisa', 'datang', 'ke', 'praktek', 'dokter', 'untuk', 'mencari', 'obat', 'semua', 'dokter', 'memberikan', 'pelayanan', 'yang', 'sangat', 'detail', 'untuk', 'setiap', 'keluhan', 'pasien']","['aplikasi', 'halodoc', 'angat', 'membantu', 'disaat', 'praktek', 'dokter', 'mencari', 'obat', 'dokter', 'pelayanan', 'detail', 'keluhan', 'pasien']",aplikasi halodoc angat bantu saat praktek dokter cari obat dokter layan detail keluh pasien
5,Pengalaman pertama .bagus .respon baik,Pengalaman pertama bagus respon baik,pengalaman pertama bagus respon baik,pengalaman pertama bagus respon baik,"['pengalaman', 'pertama', 'bagus', 'respon', 'baik']","['pengalaman', 'bagus', 'respon']",alam bagus respon
5,Pas banget...cuman ongkirnya kalau boleh diturunin harganya...wkwkw,Pas bangetcuman ongkirnya kalau boleh diturunin harganyawkwkw,pas bangetcuman ongkirnya kalau boleh diturunin harganyawkwkw,pas bangetcuman ongkirnya kalau boleh diturunin harganyawkwkw,"['pas', 'bangetcuman', 'ongkirnya', 'kalau', 'boleh', 'diturunin', 'harganyawkwkw']","['pas', 'bangetcuman', 'ongkirnya', 'diturunin', 'harganyawkwkw']",pas bangetcuman ongkirnya diturunin harganyawkwkw
5,Mantap Jos pokoknya,Mantap Jos pokoknya,mantap jos pokoknya,mantap jos pokoknya,"['mantap', 'jos', 'pokoknya']","['mantap', 'jos', 'pokoknya']",mantap jos pokok
5,Sangat membantu Jd ga overthinking lg sama masalah kesehatan,Sangat membantu Jd ga overthinking lg sama masalah kesehatan,sangat membantu jd ga overthinking lg sama masalah kesehatan,sangat membantu jadi tidak overthinking lagi sama masalah kesehatan,"['sangat', 'membantu', 'jadi', 'tidak', 'overthinking', 'lagi', 'sama', 'masalah', 'kesehatan']","['membantu', 'overthinking', 'kesehatan']",bantu overthinking sehat
5,"responsif, sangat membantu",responsif sangat membantu,responsif sangat membantu,responsif sangat membantu,"['responsif', 'sangat', 'membantu']","['responsif', 'membantu']",responsif bantu
5,Mantap dokternya,Mantap dokternya,mantap dokternya,mantap dokternya,"['mantap', 'dokternya']","['mantap', 'dokternya']",mantap dokter
5,"Sangat profesional dan baik, terima kasih",Sangat profesional dan baik terima kasih,sangat profesional dan baik terima kasih,sangat profesional dan baik terima kasih,"['sangat', 'profesional', 'dan', 'baik', 'terima', 'kasih']","['profesional', 'terima', 'kasih']",profesional terima kasih
5,Easy to use. tampilan Aplikasinya juga menarik.,Easy to use tampilan Aplikasinya juga menarik,easy to use tampilan aplikasinya juga menarik,easy tapi use tampilan aplikasinya juga menarik,"['easy', 'tapi', 'use', 'tampilan', 'aplikasinya', 'juga', 'menarik']","['easy', 'use', 'tampilan', 'aplikasinya', 'menarik']",easy use tampil aplikasi tarik
1,Buang2 duit.. Dokternya responnya lama.. Pertanyaan belum kejawab udah ilang duluan kocak,Buang duit Dokternya responnya lama Pertanyaan belum kejawab udah ilang duluan kocak,buang duit dokternya responnya lama pertanyaan belum kejawab udah ilang duluan kocak,buang duit dokternya responnya lama pertanyaan belum terjawab sudah hilang duluan kocak,"['buang', 'duit', 'dokternya', 'responnya', 'lama', 'pertanyaan', 'belum', 'terjawab', 'sudah', 'hilang', 'duluan', 'kocak']","['buang', 'duit', 'dokternya', 'responnya', 'terjawab', 'hilang', 'duluan', 'kocak']",buang duit dokter responnya jawab hilang duluan kocak
5,Bagus pelayanan dokter nya,Bagus pelayanan dokter nya,bagus pelayanan dokter nya,bagus pelayanan dokter ya,"['bagus', 'pelayanan', 'dokter', 'ya']","['bagus', 'pelayanan', 'dokter', 'ya']",bagus layan dokter ya
5,Bguss bgt,Bguss bgt,bguss bgt,bguss banget,"['bguss', 'banget']","['bguss', 'banget']",bguss banget
5,Doc baik sekali saat konsultasi,Doc baik sekali saat konsultasi,doc baik sekali saat konsultasi,doc baik sekali saat konsultasi,"['doc', 'baik', 'sekali', 'saat', 'konsultasi']","['doc', 'konsultasi']",doc konsultasi
5,"sangat membantu sekali, mudah dipahami. pembelian obatnya pun langsung terkoneksi ke apotik terdekat dengan rumah, jadi sangat membantu saat kita tidak bisa keluar rumah untuk beli obat",sangat membantu sekali mudah dipahami pembelian obatnya pun langsung terkoneksi ke apotik terdekat dengan rumah jadi sangat membantu saat kita tidak bisa keluar rumah untuk beli obat,sangat membantu sekali mudah dipahami pembelian obatnya pun langsung terkoneksi ke apotik terdekat dengan rumah jadi sangat membantu saat kita tidak bisa keluar rumah untuk beli obat,sangat membantu sekali mudah dipahami pembelian obatnya pun langsung terkoneksi ke apotik terdekat dengan rumah jadi sangat membantu saat kita tidak bisa keluar rumah untuk beli obat,"['sangat', 'membantu', 'sekali', 'mudah', 'dipahami', 'pembelian', 'obatnya', 'pun', 'langsung', 'terkoneksi', 'ke', 'apotik', 'terdekat', 'dengan', 'rumah', 'jadi', 'sangat', 'membantu', 'saat', 'kita', 'tidak', 'bisa', 'keluar', 'rumah', 'untuk', 'beli', 'obat']","['membantu', 'mudah', 'dipahami', 'pembelian', 'obatnya', 'langsung', 'terkoneksi', 'apotik', 'terdekat', 'rumah', 'membantu', 'rumah', 'beli', 'obat']",bantu mudah paham beli obat langsung koneksi apotik dekat rumah bantu rumah beli obat
5,"Sangat Terbantu, respon dokter sangat Cepat",Sangat Terbantu respon dokter sangat Cepat,sangat terbantu respon dokter sangat cepat,sangat terbantu respon dokter sangat cepat,"['sangat', 'terbantu', 'respon', 'dokter', 'sangat', 'cepat']","['terbantu', 'respon', 'dokter', 'cepat']",bantu respon dokter cepat
5,Bagus pelayanann baik,Bagus pelayanann baik,bagus pelayanann baik,bagus pelayanann baik,"['bagus', 'pelayanann', 'baik']","['bagus', 'pelayanann']",bagus pelayanann
5,"Mantul,mantap betul",Mantulmantap betul,mantulmantap betul,mantulmantap betul,"['mantulmantap', 'betul']",['mantulmantap'],mantulmantap
5,"Sangat membantu, thanks",Sangat membantu thanks,sangat membantu thanks,sangat membantu thanks,"['sangat', 'membantu', 'thanks']","['membantu', 'thanks']",bantu thanks
3,"Bintang 3 aja,masa baru kemarin tgl 17 Januari diperbarui dh suruh perbarui lg... Tolong dong bikin ngg nyaman aja",Bintang  ajamasa baru kemarin tgl  Januari diperbarui dh suruh perbarui lg Tolong dong bikin ngg nyaman aja,bintang  ajamasa baru kemarin tgl  januari diperbarui dh suruh perbarui lg tolong dong bikin ngg nyaman aja,bintang ajamasa baru kemarin tanggal januari diperbarui dah suruh perbarui lagi tolong dong bikin tidak nyaman saja,"['bintang', 'ajamasa', 'baru', 'kemarin', 'tanggal', 'januari', 'diperbarui', 'dah', 'suruh', 'perbarui', 'lagi', 'tolong', 'dong', 'bikin', 'tidak', 'nyaman', 'saja']","['bintang', 'ajamasa', 'kemarin', 'tanggal', 'januari', 'diperbarui', 'dah', 'suruh', 'perbarui', 'tolong', 'bikin', 'nyaman']",bintang ajamasa kemarin tanggal januari baru dah suruh baru tolong bikin nyaman
3,Apotik yg kerjasama dengan halo doc masih sediit,Apotik yg kerjasama dengan halo doc masih sediit,apotik yg kerjasama dengan halo doc masih sediit,apotik yang kerjasama dengan halo doc masih sediit,"['apotik', 'yang', 'kerjasama', 'dengan', 'halo', 'doc', 'masih', 'sediit']","['apotik', 'kerjasama', 'halo', 'doc', 'sediit']",apotik kerjasama halo doc sediit
1,"Dokter umum beralasan tidak bisa di wawancarai dengan alasan ada kesibukan, padahal saya meminta wawancara pada dokter tersebut pada jam 21.18, saya sangat tidak merekomendasikan aplikasi ini",Dokter umum beralasan tidak bisa di wawancarai dengan alasan ada kesibukan padahal saya meminta wawancara pada dokter tersebut pada jam  saya sangat tidak merekomendasikan aplikasi ini,dokter umum beralasan tidak bisa di wawancarai dengan alasan ada kesibukan padahal saya meminta wawancara pada dokter tersebut pada jam  saya sangat tidak merekomendasikan aplikasi ini,dokter umum beralasan tidak bisa di wawancarai dengan alasan ada kesibukan padahal saya meminta wawancara pada dokter tersebut pada jam saya sangat tidak merekomendasikan aplikasi ini,"['dokter', 'umum', 'beralasan', 'tidak', 'bisa', 'di', 'wawancarai', 'dengan', 'alasan', 'ada', 'kesibukan', 'padahal', 'saya', 'meminta', 'wawancara', 'pada', 'dokter', 'tersebut', 'pada', 'jam', 'saya', 'sangat', 'tidak', 'merekomendasikan', 'aplikasi', 'ini']","['dokter', 'beralasan', 'wawancarai', 'alasan', 'kesibukan', 'wawancara', 'dokter', 'jam', 'merekomendasikan', 'aplikasi']",dokter alas wawancara alas sibuk wawancara dokter jam rekomendasi aplikasi
5,Bagus bnget,Bagus bnget,bagus bnget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
5,Pelayanan cepat dan dokternya ramah,Pelayanan cepat dan dokternya ramah,pelayanan cepat dan dokternya ramah,pelayanan cepat dan dokternya ramah,"['pelayanan', 'cepat', 'dan', 'dokternya', 'ramah']","['pelayanan', 'cepat', 'dokternya', 'ramah']",layan cepat dokter ramah
5,dokter ramah dan cepat sekali respon nya semoga cocok dengan resep dokter. makasih dokter cantik,dokter ramah dan cepat sekali respon nya semoga cocok dengan resep dokter makasih dokter cantik,dokter ramah dan cepat sekali respon nya semoga cocok dengan resep dokter makasih dokter cantik,dokter ramah dan cepat sekali respon ya semoga cocok dengan resep dokter dokter cantik,"['dokter', 'ramah', 'dan', 'cepat', 'sekali', 'respon', 'ya', 'semoga', 'cocok', 'dengan', 'resep', 'dokter', 'dokter', 'cantik']","['dokter', 'ramah', 'cepat', 'respon', 'ya', 'semoga', 'cocok', 'resep', 'dokter', 'dokter', 'cantik']",dokter ramah cepat respon ya moga cocok resep dokter dokter cantik
5,Membantu alhamdulillah,Membantu alhamdulillah,membantu alhamdulillah,membantu alhamdulillah,"['membantu', 'alhamdulillah']","['membantu', 'alhamdulillah']",bantu alhamdulillah
5,Membantu banget pas dokter offline,Membantu banget pas dokter offline,membantu banget pas dokter offline,membantu banget pas dokter offline,"['membantu', 'banget', 'pas', 'dokter', 'offline']","['membantu', 'banget', 'pas', 'dokter', 'offline']",bantu banget pas dokter offline
5,Sangat membantu di saat tidak bisa ke dokter langsung,Sangat membantu di saat tidak bisa ke dokter langsung,sangat membantu di saat tidak bisa ke dokter langsung,sangat membantu di saat tidak bisa ke dokter langsung,"['sangat', 'membantu', 'di', 'saat', 'tidak', 'bisa', 'ke', 'dokter', 'langsung']","['membantu', 'dokter', 'langsung']",bantu dokter langsung
5,"Konsultasi dengan dokternya puas sekali, dan obat yg di antar juga cepat sesuai estimasi",Konsultasi dengan dokternya puas sekali dan obat yg di antar juga cepat sesuai estimasi,konsultasi dengan dokternya puas sekali dan obat yg di antar juga cepat sesuai estimasi,konsultasi dengan dokternya puas sekali dan obat yang di antar juga cepat sesuai estimasi,"['konsultasi', 'dengan', 'dokternya', 'puas', 'sekali', 'dan', 'obat', 'yang', 'di', 'antar', 'juga', 'cepat', 'sesuai', 'estimasi']","['konsultasi', 'dokternya', 'puas', 'obat', 'cepat', 'sesuai', 'estimasi']",konsultasi dokter puas obat cepat sesuai estimasi
1,Ribet ruwet,Ribet ruwet,ribet ruwet,ribet ruwet,"['ribet', 'ruwet']","['ribet', 'ruwet']",ribet ruwet
5,"Reaksi cepat,dan dokternya ramah",Reaksi cepatdan dokternya ramah,reaksi cepatdan dokternya ramah,reaksi cepatdan dokternya ramah,"['reaksi', 'cepatdan', 'dokternya', 'ramah']","['reaksi', 'cepatdan', 'dokternya', 'ramah']",reaksi cepatdan dokter ramah
5,Ngebantuuuu bangettt,Ngebantuuuu bangettt,ngebantuuuu bangettt,ngebantuuuu banget,"['ngebantuuuu', 'banget']","['ngebantuuuu', 'banget']",ngebantuuuu banget
1,"Saya kira gratis aplikasi ini, ternyata harus bayar langganan",Saya kira gratis aplikasi ini ternyata harus bayar langganan,saya kira gratis aplikasi ini ternyata harus bayar langganan,saya kira gratis aplikasi ini ternyata harus bayar langganan,"['saya', 'kira', 'gratis', 'aplikasi', 'ini', 'ternyata', 'harus', 'bayar', 'langganan']","['gratis', 'aplikasi', 'bayar', 'langganan']",gratis aplikasi bayar langgan
5,Kok aku gabisa daftar ya tampilannya error terus,Kok aku gabisa daftar ya tampilannya error terus,kok aku gabisa daftar ya tampilannya error terus,kok aku daftar ya tampilannya error terus,"['kok', 'aku', 'daftar', 'ya', 'tampilannya', 'error', 'terus']","['daftar', 'ya', 'tampilannya', 'error']",daftar ya tampil error
4,"Konsultasinya berjalan baik, hanya saja utk konsultasi masalah kesehatan mental waktunya kurang banyak, tapi sejauh ini baik. Terima kasih halodoc 🙏🏻🙏🏻",Konsultasinya berjalan baik hanya saja utk konsultasi masalah kesehatan mental waktunya kurang banyak tapi sejauh ini baik Terima kasih halodoc ,konsultasinya berjalan baik hanya saja utk konsultasi masalah kesehatan mental waktunya kurang banyak tapi sejauh ini baik terima kasih halodoc ,konsultasinya berjalan baik hanya saja untuk konsultasi masalah kesehatan mental waktunya kurang banyak tapi sejauh ini baik terima kasih halodoc,"['konsultasinya', 'berjalan', 'baik', 'hanya', 'saja', 'untuk', 'konsultasi', 'masalah', 'kesehatan', 'mental', 'waktunya', 'kurang', 'banyak', 'tapi', 'sejauh', 'ini', 'baik', 'terima', 'kasih', 'halodoc']","['konsultasinya', 'berjalan', 'konsultasi', 'kesehatan', 'mental', 'terima', 'kasih', 'halodoc']",konsultasi jalan konsultasi sehat mental terima kasih halodoc
1,"DOKTERNYA KETUS DAN BURUK SEKALI KATA²NYA!! ORANG PROMIL TUH BUTUH AFIRMASI POSITIF BUKANNYA MALAH DIKATAIN, DIBIKIN MAKIN DOWN!! HERAN ADA YA DOKTER KEK GITU",DOKTERNYA KETUS DAN BURUK SEKALI KATANYA ORANG PROMIL TUH BUTUH AFIRMASI POSITIF BUKANNYA MALAH DIKATAIN DIBIKIN MAKIN DOWN HERAN ADA YA DOKTER KEK GITU,dokternya ketus dan buruk sekali katanya orang promil tuh butuh afirmasi positif bukannya malah dikatain dibikin makin down heran ada ya dokter kek gitu,dokternya ketus dan buruk sekali katanya orang tuh butuh afirmasi positif bukannya malah dikatai dibikin makin down heran ada ya dokter kayak begitu,"['dokternya', 'ketus', 'dan', 'buruk', 'sekali', 'katanya', 'orang', 'tuh', 'butuh', 'afirmasi', 'positif', 'bukannya', 'malah', 'dikatai', 'dibikin', 'makin', 'down', 'heran', 'ada', 'ya', 'dokter', 'kayak', 'begitu']","['dokternya', 'ketus', 'buruk', 'orang', 'tuh', 'butuh', 'afirmasi', 'positif', 'dikatai', 'dibikin', 'down', 'heran', 'ya', 'dokter', 'kayak']",dokter ketus buruk orang tuh butuh afirmasi positif katai bikin down heran ya dokter kayak
5,Berguna banget,Berguna banget,berguna banget,berguna banget,"['berguna', 'banget']","['berguna', 'banget']",guna banget
5,Benar benar membantu setiap sesi konsul dengan dokter spesialis terpercaya,Benar benar membantu setiap sesi konsul dengan dokter spesialis terpercaya,benar benar membantu setiap sesi konsul dengan dokter spesialis terpercaya,benar benar membantu setiap sesi konsultasi dengan dokter spesialis terpercaya,"['benar', 'benar', 'membantu', 'setiap', 'sesi', 'konsultasi', 'dengan', 'dokter', 'spesialis', 'terpercaya']","['membantu', 'sesi', 'konsultasi', 'dokter', 'spesialis', 'terpercaya']",bantu sesi konsultasi dokter spesialis percaya
